Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
EHEB	CLL	blood	lymphoid_neoplasm_other	5.38	0.953
NCI-H1435	LUAD	lung	lung_NSCLC_adenocarcinoma	5.39	0.991
RL	DLBC	blood	B_cell_lymphoma	5.48	0.989
SiHa	CESC	urogenital_system	cervix	5.49	0.973
HD-MY-Z	UNCLASSIFIED	blood	Hodgkin_lymphoma	5.6	0.984
MDA-MB-330	BRCA	breast	breast	5.69	0.975
WM239A	UNCLASSIFIED	skin	melanoma	5.7	0.99
C2BBe1	COREAD	digestive_system	large_intestine	5.7	0.975
RC-K8	DLBC	blood	B_cell_lymphoma	5.73	0.993
MSTO-211H	MESO	lung	mesothelioma	5.74	0.991
SBC-1	SCLC	lung	lung_small_cell_carcinoma	5.77	0.987
NCI-H1573	LUAD	lung	lung_NSCLC_adenocarcinoma	5.9	0.987
DG-75	UNCLASSIFIED	blood	Burkitt_lymphoma	5.96	0.984
DMS-53	SCLC	lung	lung_small_cell_carcinoma	6.02	0.98
LU-139	SCLC	lung	lung_small_cell_carcinoma	6.07	0.968
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	6.08	0.987
U-698-M	UNCLASSIFIED	blood	B_cell_leukemia	6.13	0.986
LS-513	COREAD	digestive_system	large_intestine	6.13	0.983
NCI-H1417	SCLC	lung	lung_small_cell_carcinoma	6.14	0.974
JVM-3	CLL	blood	lymphoid_neoplasm_other	6.15	0.985
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	6.15	0.98
OMC-1	CESC	urogenital_system	cervix	6.2	0.983
HCC1937	BRCA	breast	breast	6.26	0.976
EC-GI-10	ESCA	aero_digestive_tract	oesophagus	6.27	0.986
LNCaP-Clone-FGC	PRAD	urogenital_system	prostate	6.28	0.977
MDA-MB-361	BRCA	breast	breast	6.42	0.987
Mewo	SKCM	skin	melanoma	6.47	0.974
NCI-H82	SCLC	lung	lung_small_cell_carcinoma	6.48	0.989
CAL-27	HNSC	aero_digestive_tract	head_and_neck	6.54	0.985
KU-19-19	BLCA	urogenital_system	bladder	6.55	0.986
NCI-H23	LUAD	lung	lung_NSCLC_adenocarcinoma	6.68	0.987
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	6.71	0.975
K19	UNCLASSIFIED	skin	melanoma	6.74	0.981
TF-1	UNCLASSIFIED	blood	acute_myeloid_leukaemia	6.76	0.987
NCI-H720	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	6.83	0.992
COLO-741	UNCLASSIFIED	digestive_system	large_intestine	6.84	0.988
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	6.85	0.974
TALL-1	ALL	blood	lymphoblastic_T_cell_leukaemia	6.92	0.99
SK-MEL-28	SKCM	skin	melanoma	6.92	0.988
MCAS	UNCLASSIFIED	urogenital_system	ovary	6.96	0.985
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	7.01	0.983
OVISE	OV	urogenital_system	ovary	7.09	0.968
NCI-H2172	UNCLASSIFIED	lung	lung_NSCLC_not_specified	7.13	0.966
NCI-H1385	UNCLASSIFIED	lung	lung_NSCLC_squamous_cell_carcinoma	7.31	0.985
D-542MG	GBM	nervous_system	glioma	7.34	0.975
TYK-nu	UNCLASSIFIED	urogenital_system	ovary	7.36	0.984
HCC-33	SCLC	lung	lung_small_cell_carcinoma	7.41	0.987
MFM-223	BRCA	breast	breast	7.5	0.989
NCI-H1876	SCLC	lung	lung_small_cell_carcinoma	7.62	0.988
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	7.65	0.983
COLO-783	SKCM	skin	melanoma	7.82	0.99
SK-MEL-24	SKCM	skin	melanoma	7.85	0.977
Mo-T	UNCLASSIFIED	blood	hairy_cell_leukaemia	7.97	0.988
BE2-M17	NB	nervous_system	neuroblastoma	8	0.987
RERF-LC-Sq1	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	8.09	0.963
UACC-812	BRCA	breast	breast	8.15	0.991
HCC1954	BRCA	breast	breast	8.18	0.98
HT-1197	BLCA	urogenital_system	bladder	8.22	0.979
SK-N-FI	NB	nervous_system	neuroblastoma	8.24	0.99
VMRC-MELG	SKCM	skin	melanoma	8.58	0.987
CP66-MEL	SKCM	skin	melanoma	8.61	0.982
SAS	HNSC	aero_digestive_tract	head_and_neck	8.65	0.984
AsPC-1	PAAD	pancreas	pancreas	8.65	0.95
NB1	NB	nervous_system	neuroblastoma	8.66	0.984
MDA-MB-453	BRCA	breast	breast	8.69	0.984
SK-N-AS	NB	nervous_system	neuroblastoma	8.78	0.982
D-502MG	LGG	nervous_system	glioma	8.92	0.96
MHH-NB-11	NB	nervous_system	neuroblastoma	8.92	0.985
DMS-153	UNCLASSIFIED	lung	lung_small_cell_carcinoma	8.97	0.964
CPC-N	SCLC	lung	lung_small_cell_carcinoma	8.97	0.986
NCI-H196	SCLC	lung	lung_small_cell_carcinoma	8.99	0.987
PANC-04-03	PAAD	pancreas	pancreas	9.02	0.958
CL-11	COREAD	digestive_system	large_intestine	9.05	0.983
Hs-746T	STAD	digestive_system	stomach	9.11	0.972
PLC-PRF-5	UNCLASSIFIED	digestive_system	liver	9.15	0.989
RVH-421	SKCM	skin	melanoma	9.3	0.971
SKN-3	HNSC	aero_digestive_tract	head_and_neck	9.3	0.981
NCI-H1623	LUAD	lung	lung_NSCLC_adenocarcinoma	9.46	0.979
S-117	UNCLASSIFIED	thyroid	thyroid	9.71	0.973
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	9.84	0.987
BT-474	BRCA	breast	breast	10.2	0.986
DMS-114	SCLC	lung	lung_small_cell_carcinoma	10.2	0.984
CW-2	COREAD	digestive_system	large_intestine	10.4	0.987
ME-1	LAML	blood	acute_myeloid_leukaemia	10.6	0.988
FU-OV-1	OV	urogenital_system	ovary	10.7	0.977
DMS-79	SCLC	lung	lung_small_cell_carcinoma	10.7	0.984
SCH	UNCLASSIFIED	digestive_system	stomach	11	0.988
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	11	0.988
HPAF-II	PAAD	pancreas	pancreas	11.2	0.978
YAPC	PAAD	pancreas	pancreas	11.3	0.981
K2	SKCM	skin	melanoma	11.5	0.978
HCC2218	BRCA	breast	breast	11.6	0.98
SW756	CESC	urogenital_system	cervix	11.6	0.984
BT-483	BRCA	breast	breast	12.3	0.948
COR-L95	SCLC	lung	lung_small_cell_carcinoma	12.3	0.986
MDA-MB-436	BRCA	breast	breast	12.4	0.982
HCC1143	BRCA	breast	breast	12.4	0.975
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	12.6	0.978
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	12.6	0.99
LAN-6	NB	nervous_system	neuroblastoma	13.1	0.985
SNU-C2B	COREAD	digestive_system	large_intestine	13.3	0.98
NCI-H2444	UNCLASSIFIED	lung	lung_NSCLC_not_specified	14.2	0.988
LN-405	GBM	nervous_system	glioma	14.3	0.984
huH-1	LIHC	digestive_system	liver	14.3	0.984
SW1463	COREAD	digestive_system	large_intestine	14.3	0.962
TT	THCA	thyroid	thyroid	14.8	0.977
NCI-H596	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	15	0.983
UACC-893	BRCA	breast	breast	16.2	0.982
SW837	COREAD	digestive_system	large_intestine	16.5	0.983
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	16.6	0.986
MDA-MB-415	BRCA	breast	breast	16.7	0.982
HCC1419	BRCA	breast	breast	19.4	0.98
OVKATE	OV	urogenital_system	ovary	22	0.971
NCI-H2291	LUAD	lung	lung_NSCLC_adenocarcinoma	23	0.984
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	23.5	0.95
