Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
JHOS-3	OV	urogenital_system	ovary	125	0.984
MKN7	STAD	digestive_system	stomach	125	0.981
EN	UCEC	urogenital_system	endometrium	126	0.984
HuO-3N1	UNCLASSIFIED	bone	osteosarcoma	127	0.983
BT-549	BRCA	breast	breast	129	0.98
U-CH1	UNCLASSIFIED	-	-	134	0.981
UWB1.289	OV	urogenital_system	ovary	135	0.975
Caov-4	OV	urogenital_system	ovary	138	0.978
SKG-IIIa	CESC	urogenital_system	cervix	141	0.983
SNB75	GBM	nervous_system	glioma	146	0.978
UDSCC2	UNCLASSIFIED	aero_digestive_tract	head_and_neck	148	0.981
HCC202	BRCA	breast	breast	150	0.981
JHOS-4	OV	urogenital_system	ovary	153	0.98
NCI-H2172	UNCLASSIFIED	lung	lung_NSCLC_not_specified	155	0.983
SCC90	HNSC	aero_digestive_tract	head_and_neck	156	0.981
KLE	UCEC	urogenital_system	endometrium	160	0.976
ZR-75-30	BRCA	breast	breast	276	0.983
NCI-H2066	SCLC	lung	lung_small_cell_carcinoma	347	0.978
