Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
FLO-1	ESCA	aero_digestive_tract	oesophagus	154	0.977
NCI-H513	MESO	lung	mesothelioma	154	0.986
JHOS-3	OV	urogenital_system	ovary	156	0.984
BB49-HNC	HNSC	aero_digestive_tract	head_and_neck	157	0.979
IGROV-1	OV	urogenital_system	ovary	159	0.976
NCI-H2172	UNCLASSIFIED	lung	lung_NSCLC_not_specified	160	0.981
OVCA420	OV	urogenital_system	ovary	161	0.982
SNU-C1	COREAD	digestive_system	large_intestine	162	0.976
HCC1143	BRCA	breast	breast	166	0.98
U-CH1	UNCLASSIFIED	-	-	168	0.981
SK-MEL-31	SKCM	skin	melanoma	169	0.985
Saos-2	UNCLASSIFIED	bone	osteosarcoma	173	0.979
CAS-1	GBM	nervous_system	glioma	175	0.982
CHSA0011	UNCLASSIFIED	bone	chondrosarcoma	176	0.98
SKG-IIIa	CESC	urogenital_system	cervix	181	0.983
CHSA8926	UNCLASSIFIED	bone	chondrosarcoma	184	0.98
KLE	UCEC	urogenital_system	endometrium	184	0.975
AsPC-1	PAAD	pancreas	pancreas	184	0.968
MDA-MB-415	BRCA	breast	breast	185	0.983
NCI-H2291	LUAD	lung	lung_NSCLC_adenocarcinoma	186	0.981
EFO-21	OV	urogenital_system	ovary	187	0.98
SNU-61	COREAD	digestive_system	large_intestine	188	0.985
SW948	COREAD	digestive_system	large_intestine	188	0.979
JHOS-4	OV	urogenital_system	ovary	188	0.98
NCI-H727	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	189	0.971
NCI-H441	LUAD	lung	lung_NSCLC_adenocarcinoma	191	0.981
DK-MG	GBM	nervous_system	glioma	192	0.978
SCC90	HNSC	aero_digestive_tract	head_and_neck	198	0.981
SNB75	GBM	nervous_system	glioma	199	0.979
UDSCC2	UNCLASSIFIED	aero_digestive_tract	head_and_neck	201	0.982
EFM-19	BRCA	breast	breast	201	0.978
T47D	BRCA	breast	breast	203	0.977
Caov-4	OV	urogenital_system	ovary	210	0.98
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	214	0.949
UWB1.289	OV	urogenital_system	ovary	214	0.979
PANC-04-03	PAAD	pancreas	pancreas	215	0.975
RCC10RGB	KIRC	kidney	kidney	245	0.961
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	266	0.983
ZR-75-30	BRCA	breast	breast	342	0.983
OVKATE	OV	urogenital_system	ovary	343	0.978
BT-483	BRCA	breast	breast	628	0.978
