Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
LS-180	COREAD	digestive_system	large_intestine	96.9	0.984
A101D	SKCM	skin	melanoma	97.1	0.98
NCC021	KIRC	kidney	kidney	97.2	0.983
EMC-BAC-2	LUAD	lung	lung_NSCLC_adenocarcinoma	97.5	0.982
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	97.8	0.967
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	98.1	0.985
SNU-C5	COREAD	digestive_system	large_intestine	98.3	0.986
FU-OV-1	OV	urogenital_system	ovary	98.5	0.976
RCC-FG2	KIRC	kidney	kidney	98.5	0.978
EFM-192A	BRCA	breast	breast	98.7	0.986
HCC1143	BRCA	breast	breast	99.1	0.972
NCI-H747	COREAD	digestive_system	large_intestine	99.2	0.981
SNU-423	LIHC	digestive_system	liver	99.5	0.983
NCI-H1869	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	99.9	0.985
NCI-H2731	MESO	lung	mesothelioma	100	0.984
EFM-19	BRCA	breast	breast	100	0.965
NCI-H630	COREAD	digestive_system	large_intestine	100	0.987
SAT	HNSC	aero_digestive_tract	head_and_neck	101	0.964
NCI-H1666	LUAD	lung	lung_NSCLC_adenocarcinoma	101	0.987
UACC-893	BRCA	breast	breast	104	0.976
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	104	0.982
MOG-G-CCM	LGG	nervous_system	glioma	104	0.984
CP66-MEL	SKCM	skin	melanoma	105	0.985
MPP-89	MESO	lung	mesothelioma	105	0.977
CAPAN-1	PAAD	pancreas	pancreas	106	0.986
OACM5-1	ESCA	aero_digestive_tract	oesophagus	106	0.986
RCC-ER	KIRC	kidney	kidney	106	0.986
U-87-MG	GBM	nervous_system	glioma	106	0.984
CAL-85-1	BRCA	breast	breast	108	0.979
OVCAR-5	OV	urogenital_system	ovary	108	0.983
ME-1	LAML	blood	acute_myeloid_leukaemia	108	0.989
SK-MEL-3	SKCM	skin	melanoma	109	0.985
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	109	0.989
H3255	LUAD	lung	lung_NSCLC_adenocarcinoma	109	0.983
SW837	COREAD	digestive_system	large_intestine	110	0.977
CL-34	COREAD	digestive_system	large_intestine	111	0.987
NCI-H441	LUAD	lung	lung_NSCLC_adenocarcinoma	111	0.972
SW626	OV	urogenital_system	ovary	111	0.984
C2BBe1	COREAD	digestive_system	large_intestine	111	0.986
ABC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	112	0.983
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	112	0.988
201T	LUAD	lung	lung_NSCLC_adenocarcinoma	113	0.981
MDA-MB-175-VII	BRCA	breast	breast	114	0.988
HMV-II	SKCM	skin	melanoma	114	0.983
ES6	UNCLASSIFIED	bone	ewings_sarcoma	115	0.982
RCC-AB	KIRC	kidney	kidney	115	0.979
HCC2218	BRCA	breast	breast	116	0.981
UWB1.289	OV	urogenital_system	ovary	118	0.969
NCI-H2023	LUAD	lung	lung_NSCLC_adenocarcinoma	119	0.982
HDQ-P1	BRCA	breast	breast	119	0.984
SK-MEL-24	SKCM	skin	melanoma	119	0.983
SK-MEL-5	SKCM	skin	melanoma	119	0.983
SK-OV-3	OV	urogenital_system	ovary	120	0.982
RCC10RGB	KIRC	kidney	kidney	122	0.945
RCC-MF	KIRC	kidney	kidney	122	0.98
CAL-78	UNCLASSIFIED	bone	chondrosarcoma	122	0.986
SW756	CESC	urogenital_system	cervix	123	0.985
NCI-H1563	LUAD	lung	lung_NSCLC_adenocarcinoma	123	0.985
SW1990	PAAD	pancreas	pancreas	124	0.985
Hs-940-T	SKCM	skin	melanoma	124	0.984
JHU-022	HNSC	aero_digestive_tract	head_and_neck	125	0.982
LB771-HNC	HNSC	aero_digestive_tract	head_and_neck	125	0.982
huH-1	LIHC	digestive_system	liver	127	0.983
SW1088	GBM	nervous_system	glioma	127	0.981
SW403	UNCLASSIFIED	digestive_system	large_intestine	127	0.981
LU-165	SCLC	lung	lung_small_cell_carcinoma	128	0.988
HUH-6-clone5	UNCLASSIFIED	digestive_system	liver	130	0.977
A498	KIRC	kidney	kidney	130	0.971
SW1417	COREAD	digestive_system	large_intestine	132	0.987
KLE	UCEC	urogenital_system	endometrium	132	0.969
NB6	NB	nervous_system	neuroblastoma	133	0.984
COLO-678	COREAD	digestive_system	large_intestine	133	0.981
EGI-1	UNCLASSIFIED	digestive_system	biliary_tract	134	0.981
NCI-H1838	LUAD	lung	lung_NSCLC_adenocarcinoma	134	0.985
CAPAN-2	PAAD	pancreas	pancreas	134	0.985
NCI-H2373	MESO	lung	mesothelioma	135	0.983
COR-L95	SCLC	lung	lung_small_cell_carcinoma	135	0.987
D-542MG	GBM	nervous_system	glioma	135	0.984
OV-90	OV	urogenital_system	ovary	136	0.982
MFE-280	UCEC	urogenital_system	endometrium	137	0.983
NCI-H1650	LUAD	lung	lung_NSCLC_adenocarcinoma	137	0.981
NCI-H2869	MESO	lung	mesothelioma	139	0.984
NCI-H2444	UNCLASSIFIED	lung	lung_NSCLC_not_specified	140	0.988
OE21	ESCA	aero_digestive_tract	oesophagus	141	0.979
EKVX	LUAD	lung	lung_NSCLC_adenocarcinoma	141	0.938
LU-65	UNCLASSIFIED	lung	lung_NSCLC_large_cell	147	0.987
Saos-2	UNCLASSIFIED	bone	osteosarcoma	147	0.977
K2	SKCM	skin	melanoma	150	0.982
NCI-H513	MESO	lung	mesothelioma	152	0.986
OVCAR-4	OV	urogenital_system	ovary	153	0.975
SKG-IIIa	CESC	urogenital_system	cervix	155	0.981
Hs-746T	STAD	digestive_system	stomach	156	0.981
EN	UCEC	urogenital_system	endometrium	157	0.984
LS-123	COREAD	digestive_system	large_intestine	161	0.982
OVCA420	OV	urogenital_system	ovary	161	0.982
SNU-C1	COREAD	digestive_system	large_intestine	162	0.976
NCI-H2595	MESO	lung	mesothelioma	164	0.98
CL-40	COREAD	digestive_system	large_intestine	169	0.967
NCI-H322M	LUAD	lung	lung_NSCLC_adenocarcinoma	173	0.987
SK-MEL-31	SKCM	skin	melanoma	174	0.985
SNB75	GBM	nervous_system	glioma	176	0.978
OV-17R	OV	urogenital_system	ovary	179	0.981
SH-4	SKCM	skin	melanoma	179	0.974
U-CH1	UNCLASSIFIED	-	-	181	0.982
Hs-766T	PAAD	pancreas	pancreas	183	0.984
HCC202	BRCA	breast	breast	184	0.981
CHSA8926	UNCLASSIFIED	bone	chondrosarcoma	189	0.98
JHOS-4	OV	urogenital_system	ovary	190	0.98
NCI-H2172	UNCLASSIFIED	lung	lung_NSCLC_not_specified	191	0.983
SNU-61	COREAD	digestive_system	large_intestine	191	0.985
QGP-1	UNCLASSIFIED	pancreas	pancreas	193	0.972
UDSCC2	UNCLASSIFIED	aero_digestive_tract	head_and_neck	199	0.982
SCC90	HNSC	aero_digestive_tract	head_and_neck	199	0.981
SW1116	COREAD	digestive_system	large_intestine	203	0.983
Caov-4	OV	urogenital_system	ovary	213	0.981
HCC1419	BRCA	breast	breast	213	0.982
SW948	COREAD	digestive_system	large_intestine	254	0.982
BT-483	BRCA	breast	breast	331	0.969
ZR-75-30	BRCA	breast	breast	346	0.983
SW1463	COREAD	digestive_system	large_intestine	381	0.978
OVKATE	OV	urogenital_system	ovary	383	0.979
NCI-H2066	SCLC	lung	lung_small_cell_carcinoma	466	0.979
