Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
D-283MED	MB	nervous_system	medulloblastoma	36.7	0.988
KNS-42	LGG	nervous_system	glioma	37.3	0.967
NCI-H524	SCLC	lung	lung_small_cell_carcinoma	37.4	0.99
MS-1	SCLC	lung	lung_small_cell_carcinoma	38.2	0.99
COR-L279	SCLC	lung	lung_small_cell_carcinoma	38.4	0.99
NCI-H1435	LUAD	lung	lung_NSCLC_adenocarcinoma	38.4	0.99
HT	DLBC	blood	B_cell_lymphoma	38.5	0.988
SNB75	GBM	nervous_system	glioma	38.7	0.95
NCI-H2342	LUAD	lung	lung_NSCLC_adenocarcinoma	38.8	0.975
COLO-684	UCEC	urogenital_system	endometrium	38.8	0.973
NCI-H1563	LUAD	lung	lung_NSCLC_adenocarcinoma	38.9	0.969
VA-ES-BJ	UNCLASSIFIED	soft_tissue	soft_tissue_other	39.1	0.978
NCI-H810	UNCLASSIFIED	lung	lung_NSCLC_large_cell	39.1	0.986
REH	UNCLASSIFIED	blood	B_cell_leukemia	39.4	0.986
CADO-ES1	UNCLASSIFIED	bone	ewings_sarcoma	40	0.981
NCI-H196	SCLC	lung	lung_small_cell_carcinoma	40.2	0.979
JAR	UNCLASSIFIED	urogenital_system	urogenital_system_other	40.2	0.985
IST-MES1	MESO	lung	mesothelioma	40.3	0.982
JEG-3	UNCLASSIFIED	urogenital_system	urogenital_system_other	40.4	0.99
ChaGo-K-1	UNCLASSIFIED	lung	lung_NSCLC_not_specified	40.4	0.972
NCI-H526	SCLC	lung	lung_small_cell_carcinoma	40.5	0.986
SCH	UNCLASSIFIED	digestive_system	stomach	40.7	0.977
LCLC-103H	UNCLASSIFIED	lung	lung_NSCLC_large_cell	40.7	0.99
SK-ES-1	UNCLASSIFIED	bone	ewings_sarcoma	40.8	0.979
SNU-1040	COREAD	digestive_system	large_intestine	40.9	0.96
EW-22	UNCLASSIFIED	bone	ewings_sarcoma	40.9	0.986
NB(TU)1-10	NB	nervous_system	neuroblastoma	40.9	0.993
NCI-H2029	SCLC	lung	lung_small_cell_carcinoma	41.1	0.99
GRANTA-519	DLBC	blood	B_cell_lymphoma	41.3	0.99
L-428	UNCLASSIFIED	blood	Hodgkin_lymphoma	41.7	0.992
GOTO	NB	nervous_system	neuroblastoma	42.2	0.974
MDA-MB-468	BRCA	breast	breast	42.3	0.986
LK-2	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	42.4	0.988
MDA-MB-175-VII	BRCA	breast	breast	42.6	0.977
Saos-2	UNCLASSIFIED	bone	osteosarcoma	42.6	0.955
EW-24	UNCLASSIFIED	bone	ewings_sarcoma	42.8	0.992
NCI-H1836	SCLC	lung	lung_small_cell_carcinoma	43.2	0.977
RPMI-2650	HNSC	aero_digestive_tract	head_and_neck	43.2	0.979
KP-4	PAAD	pancreas	pancreas	43.5	0.987
NY	UNCLASSIFIED	bone	osteosarcoma	44.1	0.985
TE-6	ESCA	aero_digestive_tract	oesophagus	44.1	0.973
MDA-MB-330	BRCA	breast	breast	44.4	0.975
OACM5-1	ESCA	aero_digestive_tract	oesophagus	44.5	0.976
AM-38	GBM	nervous_system	glioma	44.7	0.983
MCF7	BRCA	breast	breast	44.9	0.982
NCI-H345	SCLC	lung	lung_small_cell_carcinoma	45.1	0.98
EW-18	UNCLASSIFIED	bone	ewings_sarcoma	45.4	0.98
HCC1419	BRCA	breast	breast	45.5	0.957
VAL	DLBC	blood	B_cell_lymphoma	47.3	0.985
VCaP	PRAD	urogenital_system	prostate	47.4	0.983
IST-SL2	SCLC	lung	lung_small_cell_carcinoma	47.6	0.986
CCK-81	COREAD	digestive_system	large_intestine	48.6	0.989
A2780	UNCLASSIFIED	urogenital_system	ovary	49.1	0.984
HCC2157	BRCA	breast	breast	49.3	0.983
EB-3	UNCLASSIFIED	blood	Burkitt_lymphoma	49.9	0.976
SK-PN-DW	UNCLASSIFIED	bone	ewings_sarcoma	50.2	0.984
HuO-3N1	UNCLASSIFIED	bone	osteosarcoma	50.9	0.967
ABC-1	LUAD	lung	lung_NSCLC_adenocarcinoma	51.1	0.974
LC-1-sq	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	51.2	0.976
KYSE-70	ESCA	aero_digestive_tract	oesophagus	52.9	0.981
NCI-H2141	SCLC	lung	lung_small_cell_carcinoma	53	0.988
DMS-273	SCLC	lung	lung_small_cell_carcinoma	53.3	0.984
NCI-H209	SCLC	lung	lung_small_cell_carcinoma	53.3	0.983
RF-48	STAD	digestive_system	stomach	53.8	0.98
OVCAR-3	OV	urogenital_system	ovary	54	0.981
NCI-H2227	SCLC	lung	lung_small_cell_carcinoma	54.7	0.979
BT-474	BRCA	breast	breast	54.9	0.98
DB	DLBC	blood	B_cell_lymphoma	55.4	0.98
NCI-H2170	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	55.7	0.985
NCI-H1694	SCLC	lung	lung_small_cell_carcinoma	56.3	0.988
MDA-MB-157	BRCA	breast	breast	56.8	0.986
CHP-126	NB	nervous_system	neuroblastoma	56.9	0.986
NCI-H1703	UNCLASSIFIED	lung	lung_NSCLC_adenocarcinoma	57.4	0.975
CA46	UNCLASSIFIED	blood	Burkitt_lymphoma	57.4	0.984
NCI-H520	LUSC	lung	lung_NSCLC_squamous_cell_carcinoma	57.8	0.986
EW-3	UNCLASSIFIED	bone	ewings_sarcoma	58	0.98
NCI-H446	SCLC	lung	lung_small_cell_carcinoma	58.8	0.984
CPC-N	SCLC	lung	lung_small_cell_carcinoma	59.5	0.983
DMS-79	SCLC	lung	lung_small_cell_carcinoma	59.5	0.979
NCI-H2172	UNCLASSIFIED	lung	lung_NSCLC_not_specified	59.6	0.968
HCC1569	BRCA	breast	breast	59.9	0.969
Hs-940-T	SKCM	skin	melanoma	60.2	0.976
NCI-H1092	SCLC	lung	lung_small_cell_carcinoma	61.1	0.988
SK-MM-2	MM	blood	myeloma	61.6	0.986
EFM-192A	BRCA	breast	breast	61.9	0.982
NCI-H2135	UNCLASSIFIED	lung	lung_NSCLC_not_specified	61.9	0.99
NCI-H187	SCLC	lung	lung_small_cell_carcinoma	62.2	0.984
LU-134-A	SCLC	lung	lung_small_cell_carcinoma	63	0.986
MN-60	UNCLASSIFIED	blood	B_cell_leukemia	63.1	0.987
GR-ST	ALL	blood	lymphoblastic_leukemia	63.5	0.978
UDSCC2	UNCLASSIFIED	aero_digestive_tract	head_and_neck	63.9	0.966
HCC38	BRCA	breast	breast	64	0.985
CAMA-1	BRCA	breast	breast	64	0.975
EFM-19	BRCA	breast	breast	64	0.96
TT	THCA	thyroid	thyroid	64.2	0.967
NB17	NB	nervous_system	neuroblastoma	65.9	0.981
NCI-H69	SCLC	lung	lung_small_cell_carcinoma	66.2	0.984
SCLC-21H	UNCLASSIFIED	lung	lung_small_cell_carcinoma	66.8	0.986
EW-13	UNCLASSIFIED	bone	ewings_sarcoma	67	0.984
LB647-SCLC	SCLC	lung	lung_small_cell_carcinoma	68.2	0.983
EN	UCEC	urogenital_system	endometrium	68.3	0.976
MDA-MB-453	BRCA	breast	breast	68.7	0.984
LU-165	SCLC	lung	lung_small_cell_carcinoma	73.1	0.984
DMS-53	SCLC	lung	lung_small_cell_carcinoma	74.8	0.987
HCC202	BRCA	breast	breast	83.2	0.972
LU-139	SCLC	lung	lung_small_cell_carcinoma	83.9	0.979
ROS-50	UNCLASSIFIED	blood	B_cell_leukemia	84	0.979
COR-L95	SCLC	lung	lung_small_cell_carcinoma	86	0.984
MFE-280	UCEC	urogenital_system	endometrium	91.8	0.98
HCC2218	BRCA	breast	breast	93.9	0.981
SW948	COREAD	digestive_system	large_intestine	106	0.973
NCI-N87	STAD	digestive_system	stomach	117	0.976
BT-483	BRCA	breast	breast	173	0.961
ZR-75-30	BRCA	breast	breast	227	0.98
