Cell line	TCGA classification	Tissue	Tissue sub-type	IC50	AUC
CL-40	COREAD	digestive_system	large_intestine	246	0.965
KINGS-1	LGG	nervous_system	glioma	246	0.98
JHOS-3	OV	urogenital_system	ovary	249	0.984
EN	UCEC	urogenital_system	endometrium	252	0.984
NCI-H1395	LUAD	lung	lung_NSCLC_adenocarcinoma	252	0.982
OVCA420	OV	urogenital_system	ovary	258	0.982
BT-549	BRCA	breast	breast	258	0.98
ESO51	ESCA	aero_digestive_tract	oesophagus	261	0.979
CaR-1	COREAD	digestive_system	large_intestine	262	0.975
NCI-H2172	UNCLASSIFIED	lung	lung_NSCLC_not_specified	264	0.981
NCI-H727	UNCLASSIFIED	lung	lung_NSCLC_carcinoid	270	0.969
UWB1.289	OV	urogenital_system	ovary	271	0.975
SW948	COREAD	digestive_system	large_intestine	272	0.977
KLE	UCEC	urogenital_system	endometrium	282	0.974
HCC202	BRCA	breast	breast	282	0.98
MDA-MB-415	BRCA	breast	breast	285	0.983
SKG-IIIa	CESC	urogenital_system	cervix	290	0.983
Saos-2	UNCLASSIFIED	bone	osteosarcoma	293	0.98
NCI-H2291	LUAD	lung	lung_NSCLC_adenocarcinoma	305	0.982
JHOS-4	OV	urogenital_system	ovary	305	0.98
Caov-4	OV	urogenital_system	ovary	310	0.979
SNU-61	COREAD	digestive_system	large_intestine	313	0.985
SNB75	GBM	nervous_system	glioma	315	0.979
UDSCC2	UNCLASSIFIED	aero_digestive_tract	head_and_neck	316	0.981
SCC90	HNSC	aero_digestive_tract	head_and_neck	317	0.981
ZR-75-30	BRCA	breast	breast	330	0.976
QGP-1	UNCLASSIFIED	pancreas	pancreas	332	0.974
SW684	UNCLASSIFIED	soft_tissue	fibrosarcoma	381	0.981
OVKATE	OV	urogenital_system	ovary	480	0.976
NCI-H508	COREAD	digestive_system	large_intestine	497	0.976
NCI-H2066	SCLC	lung	lung_small_cell_carcinoma	745	0.979
