drug:tissue_type	spearman corr val	spearman p-val	adjusted spearman p-val	pearson corr val	pearson p-val	adjusted pearson p-val	
Masitinib_MM	-0.418181818	0.200570217	0.778813872	-0.26481333	0.431313681	0.899773654	
Masitinib_OESOPHAGUS	0.125	0.632640609	0.778813872	0.203857089	0.432572787	0.899773654	
Masitinib_OVARY	0.305882353	0.249254299	0.778813872	0.52925157	0.03501735	0.525260255	
Masitinib_PANCREAS	-0.118881119	0.712884219	0.778813872	-0.080499271	0.803598024	0.927228489	
Masitinib_SKIN	-0.141833461	0.518569023	0.778813872	-0.194036416	0.375000402	0.899773654	
Masitinib_URINARY_TRACT	-0.370629371	0.235621004	0.778813872	-0.141624477	0.66062518	0.913086163	
Methotrexate_BILIARY	0.237762238	0.456800853	0.629208212	0.251746038	0.429922978	0.629242984	
Methotrexate_BONE_AND_SOFT_TISSUE	-0.235294118	0.363295114	0.590354561	-0.151298051	0.56214704	0.730791152	
Methotrexate_BREAST	-0.008868087	0.963584248	0.963584248	0.067980411	0.726047275	0.856077	
Methotrexate_CENTRAL_NERVOUS_SYSTEM	-0.270820735	0.140589197	0.328759244	-0.210747036	0.255116803	0.552753073	
Methotrexate_DLBC	0.123152709	0.532406949	0.629208212	-0.020974523	0.915631536	0.915631536	
Methotrexate_LARGE_INTESTINE	-0.354385965	0.136573279	0.328759244	-0.516158828	0.023674339	0.153883201	
Methotrexate_LCLL	0.088084035	0.598977161	0.648891924	-0.160874922	0.334606952	0.621412911	
Methotrexate_LUNG	-0.069522147	0.524738671	0.629208212	-0.029105341	0.790224923	0.856077	
Methotrexate_MM	-0.440559441	0.151735036	0.328759244	-0.560942745	0.057769897	0.187752165	
Methotrexate_OESOPHAGUS	0.553571429	0.032287104	0.209866175	0.535865028	0.039500818	0.17117021	
Methotrexate_OVARY	0.407142857	0.132012664	0.328759244	0.348279867	0.203320144	0.528632375	
Methotrexate_PANCREAS	-0.684848485	0.028882798	0.209866175	-0.70338424	0.023237947	0.153883201	
Methotrexate_SKIN	0.216541353	0.359145783	0.590354561	0.18470781	0.435629758	0.629242984	
MG-132_CENTRAL_NERVOUS_SYSTEM	0.15037594	0.526854948	0.526854948	0.076187525	0.749539627	0.857331132	
MG-132_DLBC	0.223240469	0.219384186	0.526854948	0.193689788	0.288153023	0.720382558	
MG-132_LCLL	0.137268848	0.417847593	0.526854948	0.299336918	0.071888627	0.359443133	
MG-132_LUNG	-0.122807018	0.468995333	0.526854948	-0.030597723	0.857331132	0.857331132	
MG-132_MM	-0.551515152	0.098401177	0.492005883	-0.180401741	0.617965459	0.857331132	
Midostaurin_BILIARY	0.153571429	0.584764095	0.960240418	0.136550084	0.62749236	0.775494346	
Midostaurin_BONE_AND_SOFT_TISSUE	-0.336842105	0.146432943	0.585731773	-0.239829386	0.308463348	0.616926696	
Midostaurin_BREAST	0.138380547	0.442492952	0.884985904	0.266139127	0.134379659	0.436570724	
Midostaurin_CENTRAL_NERVOUS_SYSTEM	0.400056034	0.017255919	0.138047352	0.353360629	0.037315309	0.29852247	
Midostaurin_CERVICAL	-0.018181818	0.960240418	0.960240418	0.124029124	0.732821589	0.775494346	
Midostaurin_DLBC	-0.32223071	0.063090498	0.336482658	-0.180744833	0.306331663	0.616926696	
Midostaurin_KIDNEY	0.3	0.370083122	0.84590428	0.146708108	0.666872322	0.775494346	
Midostaurin_LARGE_INTESTINE	0.017647059	0.94828015	0.960240418	-0.389012388	0.136428351	0.436570724	
Midostaurin_LCLL	-0.057287449	0.729038514	0.960240418	-0.056921621	0.730704074	0.775494346	
Midostaurin_LUNG	0.347871546	0.000296396	0.004742337	0.256272617	0.008642087	0.138273398	
Midostaurin_MM	0.063636364	0.852539073	0.960240418	0.114065468	0.738423717	0.775494346	
Midostaurin_OESOPHAGUS	0.291176471	0.273887048	0.785647076	0.432016857	0.0947061	0.436570724	
Midostaurin_OVARY	-0.279411765	0.294617654	0.785647076	-0.328791367	0.213715993	0.569909315	
Midostaurin_PANCREAS	-0.048951049	0.879918579	0.960240418	-0.184550981	0.565834278	0.775494346	
Midostaurin_SKIN	0.073634793	0.738454728	0.960240418	0.086427291	0.694976103	0.775494346	
Midostaurin_URINARY_TRACT	-0.090909091	0.778725396	0.960240418	0.09226702	0.775494346	0.775494346	
Mitomycin-C_BILIARY	0.189285714	0.499263033	0.893660679	0.034535338	0.902751554	0.902751554	
Mitomycin-C_BONE_AND_SOFT_TISSUE	-0.087218045	0.714638365	0.893660679	0.124298095	0.601588441	0.865495632	
Mitomycin-C_BREAST	0.056536023	0.750801804	0.893660679	0.194357083	0.270704559	0.857167616	
Mitomycin-C_CENTRAL_NERVOUS_SYSTEM	0.136713827	0.433554494	0.893660679	-0.101481936	0.561866006	0.865495632	
Mitomycin-C_DLBC	-0.380498534	0.03168706	0.475305907	-0.306277501	0.088216405	0.857167616	
Mitomycin-C_KIDNEY	-0.1	0.769875	0.893660679	-0.142528231	0.67590998	0.865495632	
Mitomycin-C_LARGE_INTESTINE	0.170588235	0.527609769	0.893660679	0.107320349	0.692396506	0.865495632	
Mitomycin-C_LCLL	-0.022431338	0.893660679	0.893660679	0.225912919	0.172628306	0.857167616	
Mitomycin-C_LUNG	0.141278139	0.152564237	0.572115889	0.093728805	0.343953351	0.857167616	
Mitomycin-C_MM	0.209090909	0.537220935	0.893660679	-0.102074737	0.765214983	0.882940365	
Mitomycin-C_OESOPHAGUS	0.05	0.854099552	0.893660679	0.129339114	0.633074868	0.865495632	
Mitomycin-C_OVARY	0.052941176	0.845610441	0.893660679	0.056573802	0.835147631	0.894801033	
Mitomycin-C_PANCREAS	-0.468531469	0.124454791	0.572115889	-0.267820644	0.400011554	0.857167616	
Mitomycin-C_SKIN	0.345441078	0.106431994	0.572115889	0.227787242	0.29587028	0.857167616	
Mitomycin-C_URINARY_TRACT	0.258741259	0.416774769	0.893660679	0.423179767	0.170466355	0.857167616	
MK-2206_BILIARY	0.13986014	0.664633162	0.986742911	0.502368305	0.096022148	0.416095973	
MK-2206_BONE_AND_SOFT_TISSUE	-0.024175824	0.934618995	0.986742911	0.160775728	0.582954204	0.88717918	
MK-2206_BREAST	0.181929182	0.363766309	0.945792404	-0.049484775	0.806368713	0.88717918	
MK-2206_CENTRAL_NERVOUS_SYSTEM	0.315307063	0.078775657	0.51204177	0.056751345	0.757694168	0.88717918	
MK-2206_DLBC	0.042491657	0.823576347	0.986742911	0.027047198	0.88717918	0.88717918	
MK-2206_LARGE_INTESTINE	-0.049122807	0.841711569	0.986742911	-0.080776951	0.742357769	0.88717918	
MK-2206_LCLL	0.016135084	0.921283058	0.986742911	-0.026466896	0.871217944	0.88717918	
MK-2206_LUNG	-0.03875871	0.736186483	0.986742911	0.082237659	0.474120492	0.88717918	
MK-2206_MM	-0.390909091	0.234540067	0.762255218	-0.622773964	0.040695152	0.264518488	
MK-2206_OESOPHAGUS	-0.4	0.139595129	0.604912227	-0.309818024	0.261116933	0.848630032	
MK-2206_OVARY	-0.010989011	0.97025839	0.986742911	0.210882794	0.469258341	0.88717918	
MK-2206_PANCREAS	0.006060606	0.986742911	0.986742911	0.137076753	0.70571566	0.88717918	
MK-2206_SKIN	0.547987616	0.018554136	0.241203764	0.499749053	0.034705052	0.264518488	
Motesanib_BILIARY	-0.174825175	0.586823664	0.635725636	0.058111712	0.857632674	0.857632674	
Motesanib_BONE_AND_SOFT_TISSUE	-0.196078431	0.450704981	0.630055083	-0.194122266	0.455324615	0.739902499	
Motesanib_BREAST	-0.179827564	0.359839985	0.630055083	-0.180403309	0.358278247	0.665373888	
Motesanib_CENTRAL_NERVOUS_SYSTEM	-0.126023736	0.484657756	0.630055083	0.173934937	0.333014823	0.665373888	
Motesanib_DLBC	0.034927697	0.85461474	0.85461474	0.06977963	0.714062368	0.843891889	
Motesanib_LARGE_INTESTINE	0.29122807	0.226397194	0.630055083	0.22564708	0.352963098	0.665373888	
Motesanib_LCLL	-0.094559099	0.561656207	0.635725636	-0.183368941	0.257387424	0.665373888	
Motesanib_LUNG	-0.083014987	0.455593768	0.630055083	0.023387778	0.833769061	0.857632674	
Motesanib_MM	-0.509090909	0.109737232	0.630055083	-0.21305023	0.529361927	0.764633895	
Motesanib_OESOPHAGUS	-0.210714286	0.450957865	0.630055083	-0.133715324	0.634721085	0.82513741	
Motesanib_OVARY	0.331868132	0.246377183	0.630055083	0.425228139	0.129583594	0.665373888	
Motesanib_PANCREAS	-0.333333333	0.346593507	0.630055083	-0.32821073	0.354508863	0.665373888	
Motesanib_SKIN	0.418045113	0.066621564	0.630055083	0.352832098	0.127040955	0.665373888	
MPS-1-IN-1_BILIARY	0.003571429	0.989921407	0.989921407	0.158672533	0.572195505	0.898593669	
MPS-1-IN-1_BONE_AND_SOFT_TISSUE	-0.118181818	0.609905221	0.95831464	-0.237943247	0.298973227	0.747433067	
MPS-1-IN-1_BREAST	0.12361525	0.486108015	0.934525934	-0.050015942	0.77878118	0.898593669	
MPS-1-IN-1_CENTRAL_NERVOUS_SYSTEM	-0.246106322	0.147928597	0.934525934	-0.279269566	0.099048046	0.694797624	
MPS-1-IN-1_DLBC	-0.157258065	0.390031959	0.934525934	-0.334349271	0.061435307	0.694797624	
MPS-1-IN-1_KIDNEY	0.254545455	0.450036577	0.934525934	0.128270556	0.70702153	0.898593669	
MPS-1-IN-1_LARGE_INTESTINE	0.401298701	0.071382621	0.934525934	0.333986769	0.138959525	0.694797624	
MPS-1-IN-1_LCLL	-0.113250903	0.498413831	0.934525934	-0.139546847	0.40338651	0.864399664	
MPS-1-IN-1_LUNG	-0.023461005	0.813124569	0.95831464	-0.035610251	0.719685295	0.898593669	
MPS-1-IN-1_MM	0.045454545	0.894426997	0.95831464	0.181813333	0.592625249	0.898593669	
MPS-1-IN-1_OESOPHAGUS	0.078431373	0.764779883	0.95831464	-0.034783773	0.894563311	0.95846069	
MPS-1-IN-1_OVARY	0.341176471	0.195932625	0.934525934	0.28137489	0.291095285	0.747433067	
MPS-1-IN-1_PANCREAS	-0.111888112	0.729194991	0.95831464	-0.332826506	0.290470869	0.747433067	
MPS-1-IN-1_SKIN	-0.18433408	0.399795816	0.934525934	-0.084007584	0.703133874	0.898593669	
MPS-1-IN-1_URINARY_TRACT	-0.062937063	0.845930921	0.95831464	-0.010751856	0.973544432	0.973544432	
Navitoclax_BILIARY	0.041958042	0.896985871	0.896985871	0.2047785	0.523187403	0.622789422	
Navitoclax_BONE_AND_SOFT_TISSUE	-0.25245098	0.32829423	0.711304164	-0.102106014	0.696574491	0.754622365	
Navitoclax_BREAST	-0.281100317	0.147328491	0.488321555	-0.278308452	0.15156097	0.528300022	
Navitoclax_CENTRAL_NERVOUS_SYSTEM	-0.13655357	0.448598319	0.728972269	-0.191983656	0.284469243	0.528300022	
Navitoclax_DLBC	-0.300111235	0.107109423	0.488321555	-0.254733271	0.174311251	0.528300022	
Navitoclax_LARGE_INTESTINE	0.085964912	0.726397044	0.858469234	0.20193364	0.40707977	0.608854861	
Navitoclax_LCLL	-0.231707317	0.150252786	0.488321555	-0.301322394	0.058827781	0.436648801	
Navitoclax_LUNG	-0.199802695	0.070142238	0.488321555	-0.138147281	0.212956798	0.528300022	
Navitoclax_MM	0.145454545	0.669578646	0.858469234	0.214257254	0.526975665	0.622789422	
Navitoclax_OESOPHAGUS	0.3	0.27731678	0.711304164	0.315432829	0.252116961	0.528300022	
Navitoclax_OVARY	0.120879121	0.68060702	0.858469234	0.502319088	0.067176739	0.436648801	
Navitoclax_PANCREAS	0.272727273	0.445838342	0.728972269	0.286928602	0.421514904	0.608854861	
Navitoclax_SKIN	-0.042105263	0.860094902	0.896985871	-0.039236184	0.869547169	0.869547169	
NG-25_BILIARY	0.239285714	0.390379312	0.788898377	0.219291081	0.43230119	0.714927579	
NG-25_BONE_AND_SOFT_TISSUE	-0.036363636	0.87564963	0.87564963	-0.191779764	0.404956184	0.714927579	
NG-25_BREAST	0.131560853	0.458290912	0.788898377	-0.126298423	0.476618386	0.714927579	
NG-25_CENTRAL_NERVOUS_SYSTEM	-0.167717854	0.32820215	0.788898377	-0.181482864	0.289465041	0.714927579	
NG-25_DLBC	0.120234604	0.51216285	0.788898377	0.074211748	0.686462657	0.792072297	
NG-25_KIDNEY	0.136363636	0.689309021	0.788898377	0.497162884	0.119736111	0.598680557	
NG-25_LARGE_INTESTINE	0.309090909	0.172768273	0.788898377	0.356064425	0.113145889	0.598680557	
NG-25_LCLL	0.174307911	0.295260428	0.788898377	-0.144131746	0.387956993	0.714927579	
NG-25_LUNG	-0.108716526	0.2719621	0.788898377	-0.049334953	0.618947908	0.792072297	
NG-25_MM	-0.127272727	0.709214626	0.788898377	-0.142086405	0.676867558	0.792072297	
NG-25_OESOPHAGUS	0.088235294	0.736305152	0.788898377	-0.053118834	0.839546013	0.899513585	
NG-25_OVARY	0.458823529	0.073835534	0.721059278	0.210109344	0.434777677	0.714927579	
NG-25_PANCREAS	-0.181818182	0.571701239	0.788898377	-0.480814047	0.11356766	0.598680557	
NG-25_SKIN	-0.355324943	0.096141237	0.721059278	-0.170537639	0.436577799	0.714927579	
NG-25_URINARY_TRACT	-0.132867133	0.680597508	0.788898377	0.019258778	0.952628781	0.952628781	
Nilotinib_BILIARY	-0.3	0.370083122	0.965590269	-0.199741988	0.555966268	0.929062761	
Nilotinib_BONE_AND_SOFT_TISSUE	-0.097058824	0.720651308	0.965590269	0.011581868	0.966043926	0.966043926	
Nilotinib_BREAST	-0.031544528	0.881013402	0.965590269	0.081995982	0.69679707	0.929062761	
Nilotinib_CENTRAL_NERVOUS_SYSTEM	0.090009167	0.624199408	0.965590269	-0.007876406	0.965874059	0.966043926	
Nilotinib_DLBC	-0.13847838	0.482212931	0.965590269	-0.370877119	0.052021635	0.624259615	
Nilotinib_LARGE_INTESTINE	-0.245614035	0.310792865	0.965590269	-0.185567339	0.446896674	0.929062761	
Nilotinib_LCLL	-0.018218623	0.912343907	0.965590269	-0.202404438	0.21655953	0.64967859	
Nilotinib_LUNG	-0.037928718	0.733533367	0.965590269	-0.161905064	0.143652823	0.64967859	
Nilotinib_MM	-0.013986014	0.965590269	0.965590269	-0.220011519	0.492022071	0.929062761	
Nilotinib_OESOPHAGUS	-0.057142857	0.839699869	0.965590269	0.076583606	0.786181131	0.943417358	
Nilotinib_OVARY	0.225274725	0.459305143	0.965590269	0.368332653	0.215587569	0.64967859	
Nilotinib_SKIN	0.203007519	0.390666239	0.965590269	0.116355217	0.625184502	0.929062761	
NPK76-II-72-1_BILIARY	0.014285714	0.959699765	0.959699765	-0.006776137	0.980878863	0.981418614	
NPK76-II-72-1_BONE_AND_SOFT_TISSUE	0.087012987	0.707630801	0.841378835	-0.052211604	0.822161681	0.981418614	
NPK76-II-72-1_BREAST	0.092749637	0.60186764	0.841378835	-0.096759966	0.586180551	0.981418614	
NPK76-II-72-1_CENTRAL_NERVOUS_SYSTEM	-0.17801519	0.298934104	0.841378835	-0.287651524	0.088912061	0.943204502	
NPK76-II-72-1_DLBC	0.080645161	0.660832878	0.841378835	0.004287786	0.981418614	0.981418614	
NPK76-II-72-1_KIDNEY	0.045454545	0.894426997	0.95831464	0.011890186	0.972321721	0.981418614	
NPK76-II-72-1_LARGE_INTESTINE	0.355844156	0.113384909	0.788252324	0.293020008	0.197370025	0.943204502	
NPK76-II-72-1_LCLL	0.150235255	0.367960546	0.841378835	0.167640907	0.314401501	0.943204502	
NPK76-II-72-1_LUNG	-0.226277606	0.020902454	0.313536811	-0.059684446	0.54727748	0.981418614	
NPK76-II-72-1_MM	-0.190909091	0.573913168	0.841378835	-0.10807876	0.75176927	0.981418614	
NPK76-II-72-1_OESOPHAGUS	-0.203431373	0.433555231	0.841378835	-0.379951429	0.132494325	0.943204502	
NPK76-II-72-1_OVARY	0.370588235	0.157650465	0.788252324	0.301256231	0.256849595	0.943204502	
NPK76-II-72-1_PANCREAS	-0.111888112	0.729194991	0.841378835	-0.19552428	0.542525155	0.981418614	
NPK76-II-72-1_SKIN	-0.248579202	0.252736533	0.841378835	-0.044576692	0.839947741	0.981418614	
NPK76-II-72-1_URINARY_TRACT	-0.167832168	0.602099428	0.841378835	-0.058365197	0.857017283	0.981418614	
NSC-207895_BILIARY	0.221428571	0.427713719	0.786326662	0.102406847	0.716478955	0.872886246	
NSC-207895_BONE_AND_SOFT_TISSUE	0.219548872	0.352345677	0.77139534	0.273220529	0.243797638	0.731392913	
NSC-207895_BREAST	0.399572161	0.019221451	0.144160879	0.141684579	0.424117306	0.872886246	
NSC-207895_CENTRAL_NERVOUS_SYSTEM	-0.158064102	0.357196211	0.77139534	0.023712912	0.890813122	0.890813122	
NSC-207895_DLBC	-0.05388563	0.769592244	0.786326662	-0.11292073	0.538333496	0.872886246	
NSC-207895_KIDNEY	0.509090909	0.109737232	0.548686161	0.490012249	0.126001451	0.731392913	
NSC-207895_LARGE_INTESTINE	0.21038961	0.359984492	0.77139534	0.159979483	0.488492177	0.872886246	
NSC-207895_LCLL	-0.065543276	0.695826882	0.786326662	-0.197603873	0.234364697	0.731392913	
NSC-207895_LUNG	-0.243401259	0.012782225	0.144160879	-0.117526684	0.234763019	0.731392913	
NSC-207895_MM	0.118181818	0.72928478	0.786326662	-0.080190424	0.814693829	0.872886246	
NSC-207895_OESOPHAGUS	0.071078431	0.786326662	0.786326662	0.113487241	0.664517675	0.872886246	
NSC-207895_OVARY	0.392857143	0.147466655	0.552999957	0.558678057	0.030403869	0.456058032	
NSC-207895_PANCREAS	0.188811189	0.556737056	0.786326662	0.158013829	0.623796047	0.872886246	
NSC-207895_SKIN	-0.093896716	0.670002821	0.786326662	-0.055014351	0.803117409	0.872886246	
NSC-207895_URINARY_TRACT	0.181818182	0.571701239	0.786326662	0.272908881	0.390768771	0.872886246	
NSC-87877_BILIARY	0.407142857	0.132012664	0.799845676	0.347226739	0.204782899	0.823815091	
NSC-87877_BONE_AND_SOFT_TISSUE	-0.003007519	0.98995973	0.98995973	0.265749892	0.257442216	0.823815091	
NSC-87877_BREAST	0.105456673	0.559169009	0.856581253	0.112591593	0.532733323	0.877240872	
NSC-87877_CENTRAL_NERVOUS_SYSTEM	0.231545037	0.18077854	0.799845676	0.144665691	0.407021692	0.877240872	
NSC-87877_CERVICAL	-0.284848485	0.425038155	0.856581253	-0.343460272	0.331213106	0.877240872	
NSC-87877_DLBC	-0.068907563	0.698586976	0.856581253	-0.239389306	0.172700163	0.823815091	
NSC-87877_KIDNEY	0.172727273	0.611542385	0.856581253	0.08367617	0.806767395	0.877240872	
NSC-87877_LARGE_INTESTINE	0.276470588	0.299942128	0.799845676	-0.036869789	0.892168389	0.892168389	
NSC-87877_LCLL	0.126315789	0.443525537	0.856581253	-0.08222448	0.618745513	0.877240872	
NSC-87877_LUNG	-0.105505174	0.28645979	0.799845676	-0.029382415	0.767164863	0.877240872	
NSC-87877_MM	-0.109090909	0.749508596	0.856581253	0.076802272	0.822413318	0.877240872	
NSC-87877_OESOPHAGUS	0.15	0.579248631	0.856581253	0.122267344	0.651920226	0.877240872	
NSC-87877_OVARY	0.067647059	0.803420314	0.856981668	0.302001816	0.255615943	0.823815091	
NSC-87877_PANCREAS	0.136363636	0.689309021	0.856581253	0.373853856	0.25737461	0.823815091	
NSC-87877_SKIN	-0.286632082	0.184837686	0.799845676	-0.120942378	0.582526406	0.877240872	
NSC-87877_URINARY_TRACT	-0.356643357	0.255137752	0.799845676	-0.127858104	0.692107493	0.877240872	
NU7441_BILIARY	0.097902098	0.762121656	0.831405443	0.339054367	0.280977628	0.421466442	
NU7441_BONE_AND_SOFT_TISSUE	0.117647059	0.65293344	0.783520128	0.382763101	0.129417746	0.398795793	
NU7441_BREAST	-0.298344056	0.123055715	0.513740711	-0.258353163	0.184371195	0.421466442	
NU7441_CENTRAL_NERVOUS_SYSTEM	-0.138392113	0.442454445	0.783520128	-0.298020191	0.092083931	0.398795793	
NU7441_DLBC	0.107452725	0.571954569	0.783520128	0.011264252	0.952890783	0.952890783	
NU7441_LARGE_INTESTINE	-0.361403509	0.128435178	0.513740711	-0.261042369	0.280380357	0.421466442	
NU7441_LCLL	0.073545966	0.651984194	0.783520128	-0.096960414	0.551715744	0.735620992	
NU7441_LUNG	0.000377818	0.99729527	0.99729527	0.053423398	0.631460773	0.757752927	
NU7441_MM	-0.163636364	0.630685215	0.783520128	-0.482362247	0.132931931	0.398795793	
NU7441_OESOPHAGUS	0.157142857	0.575952601	0.783520128	0.109664559	0.697232552	0.760617329	
NU7441_OVARY	0.362637363	0.202564544	0.607693631	0.555047958	0.039369544	0.398795793	
NU7441_SKIN	0.4	0.089718747	0.513740711	0.269579079	0.264372677	0.421466442	
Nutlin-3a (-)_BILIARY	0.230769231	0.470531995	0.887396112	-0.021256936	0.947719512	0.95818048	
Nutlin-3a (-)_BONE_AND_SOFT_TISSUE	0.348039216	0.171013149	0.887396112	0.335358803	0.188208976	0.748074025	
Nutlin-3a (-)_BREAST	-0.182017245	0.353921792	0.887396112	-0.010382799	0.95818048	0.95818048	
Nutlin-3a (-)_CENTRAL_NERVOUS_SYSTEM	-0.02841384	0.875274111	0.971147413	-0.223696627	0.210780772	0.748074025	
Nutlin-3a (-)_DLBC	-0.006896552	0.971147413	0.971147413	-0.1036768	0.585612686	0.945300292	
Nutlin-3a (-)_LARGE_INTESTINE	-0.084210526	0.731782695	0.951317503	0.135284862	0.580805422	0.945300292	
Nutlin-3a (-)_LCLL	-0.122514071	0.451377486	0.887396112	-0.19406519	0.230176623	0.748074025	
Nutlin-3a (-)_LUNG	0.177238571	0.108945563	0.887396112	0.146538201	0.18619192	0.748074025	
Nutlin-3a (-)_MM	-0.3	0.370083122	0.887396112	-0.302647575	0.365665542	0.834713648	
Nutlin-3a (-)_OESOPHAGUS	-0.128571429	0.647916329	0.935879143	-0.015841195	0.955315567	0.95818048	
Nutlin-3a (-)_OVARY	0.010989011	0.97025839	0.971147413	0.13135321	0.654438664	0.945300292	
Nutlin-3a (-)_PANCREAS	-0.187878788	0.60321761	0.935879143	-0.308836903	0.385252453	0.834713648	
Nutlin-3a (-)_SKIN	0.168421053	0.477828676	0.887396112	0.046616649	0.845269453	0.95818048	
NVP-BHG712_BILIARY	0.510714286	0.051725498	0.387941238	0.475607578	0.073151575	0.274318405	
NVP-BHG712_BONE_AND_SOFT_TISSUE	0.3	0.186411435	0.439762626	0.176803327	0.443276172	0.630728344	
NVP-BHG712_BREAST	0.027962411	0.875261164	0.976593853	-0.193012815	0.274097107	0.528460371	
NVP-BHG712_CENTRAL_NERVOUS_SYSTEM	-0.242888405	0.153471621	0.439762626	-0.272722671	0.107559535	0.322678604	
NVP-BHG712_DLBC	0.137829912	0.451891946	0.753153244	0.051658611	0.778874377	0.803279575	
NVP-BHG712_KIDNEY	0.390909091	0.234540067	0.439762626	0.361984734	0.273983924	0.528460371	
NVP-BHG712_LARGE_INTESTINE	0.493506494	0.022996285	0.344944281	0.454205402	0.038602919	0.274318405	
NVP-BHG712_LCLL	0.004923952	0.976593853	0.976593853	-0.179147177	0.281845531	0.528460371	
NVP-BHG712_LUNG	0.056865465	0.566393182	0.842077486	0.068060941	0.492400458	0.630728344	
NVP-BHG712_MM	-0.018181818	0.957685241	0.976593853	0.085212237	0.803279575	0.803279575	
NVP-BHG712_OESOPHAGUS	0.073529412	0.779127287	0.973909109	-0.076216566	0.771253673	0.803279575	
NVP-BHG712_OVARY	0.329411765	0.212801426	0.439762626	0.47958101	0.060135789	0.274318405	
NVP-BHG712_PANCREAS	-0.160839161	0.61752349	0.842077486	-0.315646715	0.317581858	0.529303097	
NVP-BHG712_SKIN	-0.299481106	0.165053899	0.439762626	-0.146559732	0.504582675	0.630728344	
NVP-BHG712_URINARY_TRACT	-0.503496503	0.095157367	0.439762626	-0.618418168	0.032070809	0.274318405	
NVP-TAE684_CENTRAL_NERVOUS_SYSTEM	0.176623377	0.443747847	0.873446578	0.250962915	0.272503947	0.738672045	
NVP-TAE684_DLBC	-0.066715543	0.716762129	0.873446578	-0.174457168	0.339595207	0.738672045	
NVP-TAE684_LCLL	-0.033198381	0.840985076	0.873446578	-0.08687791	0.59896026	0.738672045	
NVP-TAE684_LUNG	-0.04041184	0.814977774	0.873446578	0.121384259	0.480675374	0.738672045	
NVP-TAE684_MM	-0.054545455	0.873446578	0.873446578	-0.11395381	0.738672045	0.738672045	
Obatoclax Mesylate_BILIARY	0.221428571	0.427713719	0.801963223	0.077236656	0.784397343	0.905073857	
Obatoclax Mesylate_BONE_AND_SOFT_TISSUE	-0.019548872	0.934803124	0.991374805	0.16107709	0.497501329	0.847053796	
Obatoclax Mesylate_BREAST	0.209030484	0.235457235	0.801963223	0.370699891	0.030909168	0.154545842	
Obatoclax Mesylate_CENTRAL_NERVOUS_SYSTEM	0.138955037	0.425981461	0.801963223	0.308698208	0.071182307	0.266933651	
Obatoclax Mesylate_DLBC	-0.057917889	0.752866217	0.991374805	-0.022919366	0.900911992	0.911058022	
Obatoclax Mesylate_KIDNEY	0.036363636	0.915468317	0.991374805	-0.038267185	0.911058022	0.911058022	
Obatoclax Mesylate_LARGE_INTESTINE	0.002941176	0.991374805	0.991374805	-0.155716163	0.564702531	0.847053796	
Obatoclax Mesylate_LCLL	0.022908623	0.894495443	0.991374805	-0.06050082	0.725952088	0.905073857	
Obatoclax Mesylate_LUNG	0.280817555	0.004062613	0.06093919	0.25432012	0.009532577	0.11290548	
Obatoclax Mesylate_MM	-0.318181818	0.340297614	0.801963223	-0.196510726	0.562505446	0.847053796	
Obatoclax Mesylate_OESOPHAGUS	0.120588235	0.656424515	0.984636772	0.387912963	0.137636622	0.412909867	
Obatoclax Mesylate_OVARY	0.367647059	0.161232358	0.801963223	0.252363437	0.345703562	0.847053796	
Obatoclax Mesylate_PANCREAS	-0.160839161	0.61752349	0.984636772	0.100438691	0.756121243	0.905073857	
Obatoclax Mesylate_SKIN	0.224857926	0.30229289	0.801963223	0.184858167	0.398433605	0.847053796	
Obatoclax Mesylate_URINARY_TRACT	0.475524476	0.118175957	0.801963223	0.679588958	0.015054064	0.11290548	
Olaparib_BILIARY	-0.161527032	0.440485572	0.866100867	-0.03758992	0.858416774	0.909149337	
Olaparib_BONE_AND_SOFT_TISSUE	0.022545748	0.89615753	0.89615753	-0.054121682	0.753901081	0.909149337	
Olaparib_BREAST	-0.190259114	0.145371461	0.866100867	-0.061483344	0.640734921	0.909149337	
Olaparib_CENTRAL_NERVOUS_SYSTEM	0.153376935	0.222539252	0.866100867	0.087480575	0.488349585	0.84351292	
Olaparib_CERVICAL	-0.06034556	0.818038899	0.89615753	-0.000823094	0.997498493	0.997498493	
Olaparib_DLBC	-0.211044624	0.111778721	0.866100867	-0.299570175	0.022340015	0.326183073	
Olaparib_KIDNEY	-0.082411385	0.753183649	0.89615753	-0.270504485	0.293670078	0.697466436	
Olaparib_LARGE_INTESTINE	0.072688824	0.643206289	0.89615753	0.060740559	0.69881301	0.909149337	
Olaparib_LCLL	-0.019764855	0.860972801	0.89615753	-0.235466797	0.03433506	0.326183073	
Olaparib_LUNG	-0.01895111	0.799552925	0.89615753	-0.06192181	0.4063056	0.84351292	
Olaparib_MM	-0.14763493	0.501426818	0.866100867	-0.325420903	0.129716294	0.600588789	
Olaparib_OESOPHAGUS	-0.310519188	0.089099197	0.866100867	-0.278531395	0.1291972	0.600588789	
Olaparib_OVARY	0.165794103	0.381254221	0.866100867	0.230082862	0.221269554	0.600588789	
Olaparib_PANCREAS	-0.259284763	0.256383525	0.866100867	-0.290224881	0.201877266	0.600588789	
Olaparib_SKIN	0.138431641	0.381962907	0.866100867	0.114923578	0.468624021	0.84351292	
Olaparib_STOMACH	-0.089767909	0.750370645	0.89615753	0.049368374	0.861299371	0.909149337	
